CountryCode,CountryZone,GmtStartTms,GmtEndTms,GmtDiff,OffsetMinutes
JO,00,2012-10-26 00:00:00.000,2013-12-20 00:00:00.000,300,180
JO,00,2013-12-20 00:00:00.000,2014-03-27 22:00:00.000,200,120
JO,00,2014-03-27 22:00:00.000,2014-10-30 22:00:00.000,300,180
JO,00,2014-10-30 22:00:00.000,2015-03-26 22:00:00.000,200,120
JO,00,2015-03-26 22:00:00.000,2015-10-29 22:00:00.000,300,180
JO,00,2015-10-29 22:00:00.000,2016-03-31 22:00:00.000,200,120
JO,00,2016-03-31 22:00:00.000,2016-10-27 22:00:00.000,300,180
JO,00,2016-10-27 22:00:00.000,2017-03-30 22:00:00.000,200,120
JO,00,2017-03-30 22:00:00.000,2017-10-26 22:00:00.000,300,180
JO,00,2017-10-26 22:00:00.000,2018-03-29 22:00:00.000,200,120
JO,00,2018-03-29 22:00:00.000,2018-10-25 22:00:00.000,300,180
JO,00,2018-10-25 22:00:00.000,2019-03-28 22:00:00.000,200,120
JO,00,2019-03-28 22:00:00.000,2019-10-24 22:00:00.000,300,180
JO,00,2019-10-24 22:00:00.000,2020-03-26 22:00:00.000,200,120
JO,00,2020-03-26 22:00:00.000,2020-10-29 22:00:00.000,300,180
JO,00,2020-10-29 22:00:00.000,3000-01-01 00:00:00.000,200,120
JP,00,1901-01-01 00:00:00.000,1990-01-01 00:00:00.000,900,540
JP,00,1990-01-01 00:00:00.000,3000-01-01 00:00:00.000,900,540
KE,00,1901-01-01 00:00:00.000,1990-01-01 00:00:00.000,300,180
KE,00,1990-01-01 00:00:00.000,3000-01-01 00:00:00.000,300,180
KG,00,2000-10-28 20:31:00.000,2001-03-24 21:30:00.000,500,300
KG,00,2001-03-24 21:30:00.000,2001-10-27 20:31:00.000,600,360
KG,00,2001-10-27 20:31:00.000,2002-03-30 21:30:00.000,500,300
KG,00,2002-03-30 21:30:00.000,2002-10-26 20:31:00.000,600,360
KG,00,2002-10-26 20:31:00.000,2003-03-29 21:30:00.000,500,300
KG,00,2003-03-29 21:30:00.000,2003-10-25 20:31:00.000,600,360
KG,00,2003-10-25 20:31:00.000,2004-03-27 21:30:00.000,500,300
KG,00,2004-03-27 21:30:00.000,2004-10-30 20:31:00.000,600,360
KG,00,2004-10-30 20:31:00.000,2005-03-26 21:30:00.000,500,300
KG,00,2005-03-26 21:30:00.000,2005-10-29 20:30:00.000,600,360
KG,00,2005-10-29 20:30:00.000,2007-10-27 20:30:00.000,600,360
KG,00,2007-10-27 20:30:00.000,3000-01-01 00:00:00.000,600,360
KH,00,1901-01-01 00:00:00.000,1990-01-01 00:00:00.000,700,420
KH,00,1990-01-01 00:00:00.000,3000-01-01 00:00:00.000,700,420
KI,01,1901-01-01 00:00:00.000,1990-01-01 00:00:00.000,1200,720
KI,01,1990-01-01 00:00:00.000,3000-01-01 00:00:00.000,1200,720
KI,02,1901-01-01 00:00:00.000,1990-01-01 00:00:00.000,1400,840
KI,02,1990-01-01 00:00:00.000,3000-01-01 00:00:00.000,1400,840
KI,03,1901-01-01 00:00:00.000,1990-01-01 00:00:00.000,1300,780
KI,03,1990-01-01 00:00:00.000,3000-01-01 00:00:00.000,1300,780
KI,1,1901-01-01 00:00:00.000,3000-01-01 00:00:00.000,1200,720
KI,2,1901-01-01 00:00:00.000,3000-01-01 00:00:00.000,1400,840
KI,3,1901-01-01 00:00:00.000,3000-01-01 00:00:00.000,1300,780
KM,00,1901-01-01 00:00:00.000,1990-01-01 00:00:00.000,300,180
KM,00,1990-01-01 00:00:00.000,3000-01-01 00:00:00.000,300,180
KN,00,1901-01-01 00:00:00.000,1990-01-01 00:00:00.000,-400,-240
KN,00,1990-01-01 00:00:00.000,3000-01-01 00:00:00.000,-400,-240
KP,00,1901-01-01 00:00:00.000,1990-01-01 00:00:00.000,900,540
KP,00,1990-01-01 00:00:00.000,2015-08-15 00:00:00.000,900,540
KP,00,2015-08-15 00:00:00.000,2018-05-05 00:00:00.000,830,510
KP,00,2018-05-05 00:00:00.000,3000-01-01 00:00:00.000,900,540
KR,00,1901-01-01 00:00:00.000,1990-01-01 00:00:00.000,900,540
KR,00,1990-01-01 00:00:00.000,3000-01-01 00:00:00.000,900,540
KW,00,1901-01-01 00:00:00.000,1990-01-01 00:00:00.000,300,180
KW,00,1990-01-01 00:00:00.000,3000-01-01 00:00:00.000,300,180
KY,00,1901-01-01 00:00:00.000,1990-01-01 00:00:00.000,-500,-300
KY,00,1990-01-01 00:00:00.000,3000-01-01 00:00:00.000,-500,-300
KZ,01,2002-10-26 19:01:00.000,2003-03-29 20:00:00.000,400,240
KZ,01,2003-03-29 20:00:00.000,2003-10-25 19:01:00.000,500,300
KZ,01,2003-10-25 19:01:00.000,2004-03-27 20:00:00.000,400,240
KZ,01,2004-03-27 20:00:00.000,2004-10-30 19:01:00.000,500,300
KZ,01,2004-10-30 19:01:00.000,2005-03-26 20:00:00.000,400,240
KZ,01,2005-03-26 20:00:00.000,2007-10-27 19:00:00.000,500,300
KZ,01,2007-10-27 19:00:00.000,3000-01-01 00:00:00.000,500,300
KZ,02,2002-10-26 18:01:00.000,2003-03-29 19:00:00.000,500,300
KZ,02,2003-03-29 19:00:00.000,2003-10-25 18:01:00.000,600,360
KZ,02,2003-10-25 18:01:00.000,2004-03-27 19:00:00.000,500,300
KZ,02,2004-03-27 19:00:00.000,2004-10-30 18:01:00.000,600,360
KZ,02,2004-10-30 18:01:00.000,2005-03-26 19:00:00.000,500,300
KZ,02,2005-03-26 19:00:00.000,2007-10-27 18:00:00.000,600,360
KZ,02,2007-10-27 18:00:00.000,3000-01-01 00:00:00.000,600,360
KZ,03,2002-10-26 17:01:00.000,2003-03-29 18:00:00.000,600,360
KZ,03,2003-03-29 18:00:00.000,2003-10-25 17:01:00.000,700,420
KZ,03,2003-10-25 17:01:00.000,2004-03-27 18:00:00.000,600,360
KZ,03,2004-03-27 18:00:00.000,2004-10-30 17:01:00.000,700,420
KZ,03,2004-10-30 17:01:00.000,2005-03-26 18:00:00.000,600,360
KZ,03,2005-03-26 18:00:00.000,2005-10-29 17:00:00.000,700,420
KZ,03,2005-10-29 17:00:00.000,2006-03-25 18:00:00.000,600,360
KZ,03,2006-03-25 18:00:00.000,2006-10-28 17:00:00.000,700,420
KZ,03,2006-10-28 17:00:00.000,3000-01-01 00:00:00.000,600,360
KZ,1,2000-10-28 19:01:00.000,2001-03-24 20:00:00.000,400,240
KZ,1,2001-03-24 20:00:00.000,2001-10-27 19:01:00.000,500,300
KZ,1,2001-10-27 19:01:00.000,2002-03-30 20:00:00.000,400,240
KZ,1,2002-03-30 20:00:00.000,2002-10-26 19:01:00.000,500,300
KZ,1,2002-10-26 19:01:00.000,2003-03-29 20:00:00.000,400,240
KZ,1,2003-03-29 20:00:00.000,2003-10-25 19:01:00.000,500,300
KZ,1,2003-10-25 19:01:00.000,2004-03-27 20:00:00.000,400,240
KZ,1,2004-03-27 20:00:00.000,2004-10-30 19:01:00.000,500,300
KZ,1,2004-10-30 19:01:00.000,2005-03-26 20:00:00.000,400,240
KZ,1,2005-03-26 20:00:00.000,2005-10-29 19:01:00.000,500,300
KZ,1,2005-10-29 19:01:00.000,3000-01-01 00:00:00.000,400,240
KZ,2,2000-10-28 18:01:00.000,2001-03-24 19:00:00.000,500,300
KZ,2,2001-03-24 19:00:00.000,2001-10-27 18:01:00.000,600,360
KZ,2,2001-10-27 18:01:00.000,2002-03-30 19:00:00.000,500,300
KZ,2,2002-03-30 19:00:00.000,2002-10-26 18:01:00.000,600,360
KZ,2,2002-10-26 18:01:00.000,2003-03-29 19:00:00.000,500,300
KZ,2,2003-03-29 19:00:00.000,2003-10-25 18:01:00.000,600,360
KZ,2,2003-10-25 18:01:00.000,2004-03-27 19:00:00.000,500,300
KZ,2,2004-03-27 19:00:00.000,2004-10-30 18:01:00.000,600,360
KZ,2,2004-10-30 18:01:00.000,2005-03-26 19:00:00.000,500,300
KZ,2,2005-03-26 19:00:00.000,2005-10-29 18:01:00.000,600,360
KZ,2,2005-10-29 18:01:00.000,3000-01-01 00:00:00.000,500,300
KZ,3,2000-10-28 17:01:00.000,2001-03-24 18:00:00.000,600,360
KZ,3,2001-03-24 18:00:00.000,2001-10-27 17:01:00.000,700,420
KZ,3,2001-10-27 17:01:00.000,2002-03-30 18:00:00.000,600,360
KZ,3,2002-03-30 18:00:00.000,2002-10-26 17:01:00.000,700,420
KZ,3,2002-10-26 17:01:00.000,2003-03-29 18:00:00.000,600,360
KZ,3,2003-03-29 18:00:00.000,2003-10-25 17:01:00.000,700,420
KZ,3,2003-10-25 17:01:00.000,2004-03-27 18:00:00.000,600,360
KZ,3,2004-03-27 18:00:00.000,2004-10-30 17:01:00.000,700,420
KZ,3,2004-10-30 17:01:00.000,2005-03-26 18:00:00.000,600,360
KZ,3,2005-03-26 18:00:00.000,2005-10-29 17:01:00.000,700,420
KZ,3,2005-10-29 17:01:00.000,3000-01-01 00:00:00.000,600,360
LA,00,1901-01-01 00:00:00.000,1990-01-01 00:00:00.000,700,420
LA,00,1990-01-01 00:00:00.000,3000-01-01 00:00:00.000,700,420
LB,00,2000-10-28 21:01:00.000,2001-03-24 22:00:00.000,200,120
LB,00,2001-03-24 22:00:00.000,2001-10-27 21:01:00.000,300,180
LB,00,2001-10-27 21:01:00.000,2002-03-30 22:00:00.000,200,120
LB,00,2002-03-30 22:00:00.000,2002-10-26 21:01:00.000,300,180
LB,00,2002-10-26 21:01:00.000,2003-03-29 22:00:00.000,200,120
LB,00,2003-03-29 22:00:00.000,2003-10-25 21:01:00.000,300,180
LB,00,2003-10-25 21:01:00.000,2004-03-27 22:00:00.000,200,120
LB,00,2004-03-27 22:00:00.000,2004-10-30 21:01:00.000,300,180
LB,00,2004-10-30 21:01:00.000,2005-03-26 22:00:00.000,200,120
LB,00,2005-03-26 22:00:00.000,2005-10-29 21:00:00.000,300,180
LB,00,2005-10-29 21:00:00.000,2006-03-25 22:00:00.000,200,120
LB,00,2006-03-25 22:00:00.000,2006-10-28 21:00:00.000,300,180
LB,00,2006-10-28 21:00:00.000,2007-03-24 22:00:00.000,200,120
LB,00,2007-03-24 22:00:00.000,2007-10-27 21:00:00.000,300,180
LB,00,2007-10-27 21:00:00.000,2008-03-29 22:00:00.000,200,120
LB,00,2008-03-29 22:00:00.000,2008-10-25 21:00:00.000,300,180
LB,00,2008-10-25 21:00:00.000,2009-03-28 22:00:00.000,200,120
LB,00,2009-03-28 22:00:00.000,2009-10-24 21:00:00.000,300,180
LB,00,2009-10-24 21:00:00.000,2010-03-27 22:00:00.000,200,120
LB,00,2010-03-27 22:00:00.000,2010-10-30 21:00:00.000,300,180
LB,00,2010-10-30 21:00:00.000,2011-03-26 22:00:00.000,200,120
LB,00,2011-03-26 22:00:00.000,2011-10-29 21:00:00.000,300,180
LB,00,2011-10-29 21:00:00.000,2012-03-24 22:00:00.000,200,120
LB,00,2012-03-24 22:00:00.000,2012-10-27 21:00:00.000,300,180
LB,00,2012-10-27 21:00:00.000,2013-03-30 22:00:00.000,200,120
LB,00,2013-03-30 22:00:00.000,2013-10-26 21:00:00.000,300,180
LB,00,2013-10-26 21:00:00.000,2014-03-29 22:00:00.000,200,120
LB,00,2014-03-29 22:00:00.000,2014-10-25 21:00:00.000,300,180
LB,00,2014-10-25 21:00:00.000,2015-03-28 22:00:00.000,200,120
LB,00,2015-03-28 22:00:00.000,2015-10-24 21:00:00.000,300,180
LB,00,2015-10-24 21:00:00.000,2016-03-26 22:00:00.000,200,120
LB,00,2016-03-26 22:00:00.000,2016-10-29 21:00:00.000,300,180
LB,00,2016-10-29 21:00:00.000,2017-03-25 22:00:00.000,200,120
LB,00,2017-03-25 22:00:00.000,2017-10-28 21:00:00.000,300,180
LB,00,2017-10-28 21:00:00.000,2018-03-24 22:00:00.000,200,120
LB,00,2018-03-24 22:00:00.000,2018-10-27 21:00:00.000,300,180
LB,00,2018-10-27 21:00:00.000,2019-03-30 22:00:00.000,200,120
LB,00,2019-03-30 22:00:00.000,2019-10-26 21:00:00.000,300,180
LB,00,2019-10-26 21:00:00.000,2020-03-28 22:00:00.000,200,120
LB,00,2020-03-28 22:00:00.000,2020-10-24 21:00:00.000,300,180
LB,00,2020-10-24 21:00:00.000,3000-01-01 00:00:00.000,200,120
LC,00,1901-01-01 00:00:00.000,1990-01-01 00:00:00.000,-400,-240
LC,00,1990-01-01 00:00:00.000,3000-01-01 00:00:00.000,-400,-240
LI,00,2000-10-29 01:01:00.000,2001-03-25 01:00:00.000,100,60
LI,00,2001-03-25 01:00:00.000,2001-10-28 01:01:00.000,200,120
LI,00,2001-10-28 01:01:00.000,2002-03-31 01:00:00.000,100,60
LI,00,2002-03-31 01:00:00.000,2002-10-27 01:01:00.000,200,120
LI,00,2002-10-27 01:01:00.000,2003-03-30 01:00:00.000,100,60
LI,00,2003-03-30 01:00:00.000,2003-10-26 01:01:00.000,200,120
LI,00,2003-10-26 01:01:00.000,2004-03-28 01:00:00.000,100,60
LI,00,2004-03-28 01:00:00.000,2004-10-31 01:01:00.000,200,120
LI,00,2004-10-31 01:01:00.000,2005-03-27 01:00:00.000,100,60
LI,00,2005-03-27 01:00:00.000,2005-10-30 01:00:00.000,200,120
LI,00,2005-10-30 01:00:00.000,2006-03-26 01:00:00.000,100,60
LI,00,2006-03-26 01:00:00.000,2006-10-29 01:00:00.000,200,120
LI,00,2006-10-29 01:00:00.000,2007-03-25 01:00:00.000,100,60
LI,00,2007-03-25 01:00:00.000,2007-10-28 01:00:00.000,200,120
LI,00,2007-10-28 01:00:00.000,2008-03-30 02:00:00.000,100,60
LI,00,2008-03-30 02:00:00.000,2008-10-26 01:00:00.000,200,120
LI,00,2008-10-26 01:00:00.000,2009-03-29 02:00:00.000,100,60
LI,00,2009-03-29 02:00:00.000,2009-10-25 01:00:00.000,200,120
LI,00,2009-10-25 01:00:00.000,2010-03-28 01:00:00.000,100,60
LI,00,2010-03-28 01:00:00.000,2010-10-31 01:00:00.000,200,120
LI,00,2010-10-31 01:00:00.000,2011-03-27 01:00:00.000,100,60
LI,00,2011-03-27 01:00:00.000,2011-10-30 01:00:00.000,200,120
LI,00,2011-10-30 01:00:00.000,2012-03-25 01:00:00.000,100,60
LI,00,2012-03-25 01:00:00.000,2012-10-28 01:00:00.000,200,120
LI,00,2012-10-28 01:00:00.000,2013-03-31 01:00:00.000,100,60
LI,00,2013-03-31 01:00:00.000,2013-10-27 01:00:00.000,200,120
LI,00,2013-10-27 01:00:00.000,2014-03-30 01:00:00.000,100,60
LI,00,2014-03-30 01:00:00.000,2014-10-26 01:00:00.000,200,120
LI,00,2014-10-26 01:00:00.000,2015-03-29 01:00:00.000,100,60
LI,00,2015-03-29 01:00:00.000,2015-10-25 01:00:00.000,200,120
LI,00,2015-10-25 01:00:00.000,2016-03-27 01:00:00.000,100,60
LI,00,2016-03-27 01:00:00.000,2016-10-30 01:00:00.000,200,120
LI,00,2016-10-30 01:00:00.000,2017-03-26 01:00:00.000,100,60
LI,00,2017-03-26 01:00:00.000,2017-10-29 01:00:00.000,200,120
LI,00,2017-10-29 01:00:00.000,2018-03-25 01:00:00.000,100,60
LI,00,2018-03-25 01:00:00.000,2018-10-28 01:00:00.000,200,120
LI,00,2018-10-28 01:00:00.000,2019-03-31 01:00:00.000,100,60
LI,00,2019-03-31 01:00:00.000,2019-10-27 01:00:00.000,200,120
LI,00,2019-10-27 01:00:00.000,2020-03-29 01:00:00.000,100,60
LI,00,2020-03-29 01:00:00.000,2020-10-25 01:00:00.000,200,120
LI,00,2020-10-25 01:00:00.000,3000-01-01 00:00:00.000,100,60
LK,00,1901-01-01 00:00:00.000,2006-04-13 18:00:00.000,600,360
LK,00,2006-04-13 18:00:00.000,2007-10-27 18:30:00.000,530,330
LK,00,2007-10-27 18:30:00.000,3000-01-01 00:00:00.000,530,330
LR,00,1901-01-01 00:00:00.000,1990-01-01 00:00:00.000,0,0
LR,00,1990-01-01 00:00:00.000,3000-01-01 00:00:00.000,0,0
LS,00,1901-01-01 00:00:00.000,1990-01-01 00:00:00.000,200,120
LS,00,1990-01-01 00:00:00.000,3000-01-01 00:00:00.000,200,120
LT,00,1999-03-27 23:00:00.000,2003-03-30 01:00:00.000,200,120
LT,00,2003-03-30 01:00:00.000,2003-10-26 01:01:00.000,300,180
LT,00,2003-10-26 01:01:00.000,2004-03-28 01:00:00.000,200,120
LT,00,2004-03-28 01:00:00.000,2004-10-31 01:01:00.000,300,180
LT,00,2004-10-31 01:01:00.000,2005-03-27 01:00:00.000,200,120
LT,00,2005-03-27 01:00:00.000,2005-10-30 01:00:00.000,300,180
LT,00,2005-10-30 01:00:00.000,2006-03-26 01:00:00.000,200,120
LT,00,2006-03-26 01:00:00.000,2006-10-29 01:00:00.000,300,180
LT,00,2006-10-29 01:00:00.000,2007-03-25 01:00:00.000,200,120
LT,00,2007-03-25 01:00:00.000,2007-10-28 01:00:00.000,300,180
LT,00,2007-10-28 01:00:00.000,2008-03-30 01:00:00.000,200,120
LT,00,2008-03-30 01:00:00.000,2008-10-26 01:00:00.000,300,180
LT,00,2008-10-26 01:00:00.000,2009-03-29 01:00:00.000,200,120
LT,00,2009-03-29 01:00:00.000,2009-10-25 01:00:00.000,300,180
LT,00,2009-10-25 01:00:00.000,2010-03-28 01:00:00.000,200,120
LT,00,2010-03-28 01:00:00.000,2010-10-31 01:00:00.000,300,180
LT,00,2010-10-31 01:00:00.000,2011-03-27 01:00:00.000,200,120
LT,00,2011-03-27 01:00:00.000,2011-10-30 01:00:00.000,300,180
LT,00,2011-10-30 01:00:00.000,2012-03-25 01:00:00.000,200,120
LT,00,2012-03-25 01:00:00.000,2012-10-28 01:00:00.000,300,180
LT,00,2012-10-28 01:00:00.000,2013-03-31 01:00:00.000,200,120
LT,00,2013-03-31 01:00:00.000,2013-10-27 01:00:00.000,300,180
LT,00,2013-10-27 01:00:00.000,2014-03-30 01:00:00.000,200,120
LT,00,2014-03-30 01:00:00.000,2014-10-26 01:00:00.000,300,180
LT,00,2014-10-26 01:00:00.000,2015-03-29 01:00:00.000,200,120
LT,00,2015-03-29 01:00:00.000,2015-10-25 01:00:00.000,300,180
LT,00,2015-10-25 01:00:00.000,2016-03-27 01:00:00.000,200,120
LT,00,2016-03-27 01:00:00.000,2016-10-30 01:00:00.000,300,180
LT,00,2016-10-30 01:00:00.000,2017-03-26 01:00:00.000,200,120
LT,00,2017-03-26 01:00:00.000,2017-10-29 01:00:00.000,300,180
LT,00,2017-10-29 01:00:00.000,2018-03-25 01:00:00.000,200,120
LT,00,2018-03-25 01:00:00.000,2018-10-28 01:00:00.000,300,180
LT,00,2018-10-28 01:00:00.000,2019-03-31 01:00:00.000,200,120
LT,00,2019-03-31 01:00:00.000,2019-10-27 01:00:00.000,300,180
LT,00,2019-10-27 01:00:00.000,2020-03-29 01:00:00.000,200,120
LT,00,2020-03-29 01:00:00.000,2020-10-25 01:00:00.000,300,180
LT,00,2020-10-25 01:00:00.000,3000-01-01 00:00:00.000,200,120
LU,00,2000-10-29 01:01:00.000,2001-03-25 01:00:00.000,100,60
LU,00,2001-03-25 01:00:00.000,2001-10-28 01:01:00.000,200,120
LU,00,2001-10-28 01:01:00.000,2002-03-31 01:00:00.000,100,60
LU,00,2002-03-31 01:00:00.000,2002-10-27 01:01:00.000,200,120
LU,00,2002-10-27 01:01:00.000,2003-03-30 01:00:00.000,100,60
LU,00,2003-03-30 01:00:00.000,2003-10-26 01:01:00.000,200,120
LU,00,2003-10-26 01:01:00.000,2004-03-28 01:00:00.000,100,60
LU,00,2004-03-28 01:00:00.000,2004-10-31 01:01:00.000,200,120
LU,00,2004-10-31 01:01:00.000,2005-03-27 01:00:00.000,100,60
LU,00,2005-03-27 01:00:00.000,2005-10-30 01:00:00.000,200,120
LU,00,2005-10-30 01:00:00.000,2006-03-26 01:00:00.000,100,60
LU,00,2006-03-26 01:00:00.000,2006-10-29 01:00:00.000,200,120
LU,00,2006-10-29 01:00:00.000,2007-03-25 01:00:00.000,100,60
LU,00,2007-03-25 01:00:00.000,2007-10-28 01:00:00.000,200,120
LU,00,2007-10-28 01:00:00.000,2008-03-30 01:00:00.000,100,60
LU,00,2008-03-30 01:00:00.000,2008-10-26 01:00:00.000,200,120
LU,00,2008-10-26 01:00:00.000,2009-03-29 01:00:00.000,100,60
LU,00,2009-03-29 01:00:00.000,2009-10-25 01:00:00.000,200,120
LU,00,2009-10-25 01:00:00.000,2010-03-28 01:00:00.000,100,60
LU,00,2010-03-28 01:00:00.000,2010-10-31 01:00:00.000,200,120
LU,00,2010-10-31 01:00:00.000,2011-03-27 01:00:00.000,100,60
LU,00,2011-03-27 01:00:00.000,2011-10-30 01:00:00.000,200,120
LU,00,2011-10-30 01:00:00.000,2012-03-25 01:00:00.000,100,60
LU,00,2012-03-25 01:00:00.000,2012-10-28 01:00:00.000,200,120
LU,00,2012-10-28 01:00:00.000,2013-03-31 01:00:00.000,100,60
LU,00,2013-03-31 01:00:00.000,2013-10-27 01:00:00.000,200,120
LU,00,2013-10-27 01:00:00.000,2014-03-30 01:00:00.000,100,60
LU,00,2014-03-30 01:00:00.000,2014-10-26 01:00:00.000,200,120
LU,00,2014-10-26 01:00:00.000,2015-03-29 01:00:00.000,100,60
LU,00,2015-03-29 01:00:00.000,2015-10-25 01:00:00.000,200,120
LU,00,2015-10-25 01:00:00.000,2016-03-27 01:00:00.000,100,60
LU,00,2016-03-27 01:00:00.000,2016-10-30 01:00:00.000,200,120
LU,00,2016-10-30 01:00:00.000,2017-03-26 01:00:00.000,100,60
LU,00,2017-03-26 01:00:00.000,2017-10-29 01:00:00.000,200,120
LU,00,2017-10-29 01:00:00.000,2018-03-25 01:00:00.000,100,60
LU,00,2018-03-25 01:00:00.000,2018-10-28 01:00:00.000,200,120
LU,00,2018-10-28 01:00:00.000,2019-03-31 01:00:00.000,100,60
LU,00,2019-03-31 01:00:00.000,2019-10-27 01:00:00.000,200,120
LU,00,2019-10-27 01:00:00.000,2020-03-29 01:00:00.000,100,60
LU,00,2020-03-29 01:00:00.000,2020-10-25 01:00:00.000,200,120
LU,00,2020-10-25 01:00:00.000,3000-01-01 00:00:00.000,100,60
LV,00,1999-10-30 23:01:00.000,2001-03-25 01:00:00.000,200,120
LV,00,2001-03-25 01:00:00.000,2001-10-28 01:01:00.000,300,180
LV,00,2001-10-28 01:01:00.000,2002-03-31 01:00:00.000,200,120
LV,00,2002-03-31 01:00:00.000,2002-10-27 01:01:00.000,300,180
LV,00,2002-10-27 01:01:00.000,2003-03-30 01:00:00.000,200,120
LV,00,2003-03-30 01:00:00.000,2003-10-26 01:01:00.000,300,180
LV,00,2003-10-26 01:01:00.000,2004-03-28 01:00:00.000,200,120
LV,00,2004-03-28 01:00:00.000,2004-10-31 01:01:00.000,300,180
LV,00,2004-10-31 01:01:00.000,2005-03-27 01:00:00.000,200,120
LV,00,2005-03-27 01:00:00.000,2005-10-30 01:00:00.000,300,180
LV,00,2005-10-30 01:00:00.000,2006-03-26 01:00:00.000,200,120
LV,00,2006-03-26 01:00:00.000,2006-10-29 01:00:00.000,300,180
LV,00,2006-10-29 01:00:00.000,2007-03-25 01:00:00.000,200,120
LV,00,2007-03-25 01:00:00.000,2007-10-28 01:00:00.000,300,180
LV,00,2007-10-28 01:00:00.000,2008-03-30 01:00:00.000,200,120
LV,00,2008-03-30 01:00:00.000,2008-10-26 01:00:00.000,300,180
LV,00,2008-10-26 01:00:00.000,2009-03-29 01:00:00.000,200,120
LV,00,2009-03-29 01:00:00.000,2009-10-25 01:00:00.000,300,180
LV,00,2009-10-25 01:00:00.000,2010-03-28 01:00:00.000,200,120
LV,00,2010-03-28 01:00:00.000,2010-10-31 01:00:00.000,300,180
LV,00,2010-10-31 01:00:00.000,2011-03-27 01:00:00.000,200,120
LV,00,2011-03-27 01:00:00.000,2011-10-30 01:00:00.000,300,180
LV,00,2011-10-30 01:00:00.000,2012-03-25 01:00:00.000,200,120
LV,00,2012-03-25 01:00:00.000,2012-10-28 01:00:00.000,300,180
LV,00,2012-10-28 01:00:00.000,2013-03-31 01:00:00.000,200,120
LV,00,2013-03-31 01:00:00.000,2013-10-27 01:00:00.000,300,180
LV,00,2013-10-27 01:00:00.000,2014-03-30 01:00:00.000,200,120
LV,00,2014-03-30 01:00:00.000,2014-10-26 01:00:00.000,300,180
LV,00,2014-10-26 01:00:00.000,2015-03-29 01:00:00.000,200,120
LV,00,2015-03-29 01:00:00.000,2015-10-25 01:00:00.000,300,180
LV,00,2015-10-25 01:00:00.000,2016-03-27 01:00:00.000,200,120
LV,00,2016-03-27 01:00:00.000,2016-10-30 01:00:00.000,300,180
LV,00,2016-10-30 01:00:00.000,2017-03-26 01:00:00.000,200,120
LV,00,2017-03-26 01:00:00.000,2017-10-29 01:00:00.000,300,180
LV,00,2017-10-29 01:00:00.000,2018-03-25 01:00:00.000,200,120
LV,00,2018-03-25 01:00:00.000,2018-10-28 01:00:00.000,300,180
LV,00,2018-10-28 01:00:00.000,2019-03-31 01:00:00.000,200,120
LV,00,2019-03-31 01:00:00.000,2019-10-27 01:00:00.000,300,180
LV,00,2019-10-27 01:00:00.000,2020-03-29 01:00:00.000,200,120
LV,00,2020-03-29 01:00:00.000,2020-10-25 01:00:00.000,300,180
LV,00,2020-10-25 01:00:00.000,3000-01-01 00:00:00.000,200,120
LY,00,1901-01-01 00:00:00.000,1998-10-02 22:00:00.000,200,120
LY,00,1998-10-02 22:00:00.000,2012-11-10 00:00:00.000,200,120
LY,00,2012-11-10 00:00:00.000,2013-03-29 00:00:00.000,100,60
LY,00,2013-03-29 00:00:00.000,2013-10-25 00:01:00.000,200,120
LY,00,2013-10-25 00:01:00.000,2013-10-29 00:00:00.000,100,60
LY,00,2013-10-29 00:00:00.000,3000-01-01 00:00:00.000,200,120
MA,00,1901-01-01 00:00:00.000,2009-06-01 00:00:00.000,0,0
MA,00,2009-06-01 00:00:00.000,2009-08-20 23:00:00.000,100,60
MA,00,2009-08-20 23:00:00.000,2010-05-02 00:01:00.000,0,0
MA,00,2010-05-02 00:01:00.000,2010-08-07 23:00:00.000,100,60
MA,00,2010-08-07 23:00:00.000,2011-04-03 00:00:00.000,0,0
MA,00,2011-04-03 00:00:00.000,2011-07-30 23:00:00.000,100,60
MA,00,2011-07-30 23:00:00.000,2012-04-29 02:00:00.000,0,0
MA,00,2012-04-29 02:00:00.000,2012-07-20 02:00:00.000,100,60
MA,00,2012-07-20 02:00:00.000,2012-08-20 02:00:00.000,0,0
MA,00,2012-08-20 02:00:00.000,2012-09-30 02:00:00.000,100,60
MA,00,2012-09-30 02:00:00.000,2013-04-28 02:00:00.000,0,0
MA,00,2013-04-28 02:00:00.000,2013-07-07 02:00:00.000,100,60
MA,00,2013-07-07 02:00:00.000,2013-08-10 02:00:00.000,0,0
MA,00,2013-08-10 02:00:00.000,2013-09-29 02:00:00.000,100,60
MA,00,2013-09-29 02:00:00.000,2013-10-27 02:00:00.000,100,60
MA,00,2013-10-27 02:00:00.000,2014-03-30 02:00:00.000,0,0
MA,00,2014-03-30 02:00:00.000,2014-06-28 02:00:00.000,100,60
MA,00,2014-06-28 02:00:00.000,2014-08-02 02:00:00.000,0,0
MA,00,2014-08-02 02:00:00.000,2014-10-26 02:00:00.000,100,60
MA,00,2014-10-26 02:00:00.000,2015-03-29 02:00:00.000,0,0
MA,00,2015-03-29 02:00:00.000,2015-06-14 02:00:00.000,100,60
MA,00,2015-06-14 02:00:00.000,2015-07-19 02:00:00.000,0,0
MA,00,2015-07-19 02:00:00.000,2015-10-25 02:00:00.000,100,60
MA,00,2015-10-25 02:00:00.000,2016-03-27 02:00:00.000,0,0
