CountryCode,CountryZone,GmtStartTms,GmtEndTms,GmtDiff,OffsetMinutes
CA,4,2005-10-30 07:01:00.000,3000-01-01 00:00:00.000,-600,-360
CA,4A,1901-01-01 00:00:00.000,1990-01-01 00:00:00.000,-600,-360
CA,4A,1990-01-01 00:00:00.000,3000-01-01 00:00:00.000,-600,-360
CA,5,2000-10-29 08:01:00.000,2001-04-01 09:00:00.000,-700,-420
CA,5,2001-04-01 09:00:00.000,2001-10-28 08:01:00.000,-600,-360
CA,5,2001-10-28 08:01:00.000,2002-04-07 09:00:00.000,-700,-420
CA,5,2002-04-07 09:00:00.000,2002-10-27 08:01:00.000,-600,-360
CA,5,2002-10-27 08:01:00.000,2003-04-06 09:00:00.000,-700,-420
CA,5,2003-04-06 09:00:00.000,2003-10-26 08:01:00.000,-600,-360
CA,5,2003-10-26 08:01:00.000,2004-04-04 09:00:00.000,-700,-420
CA,5,2004-04-04 09:00:00.000,2004-10-31 08:01:00.000,-600,-360
CA,5,2004-10-31 08:01:00.000,2005-04-03 09:00:00.000,-700,-420
CA,5,2005-04-03 09:00:00.000,2005-10-30 08:01:00.000,-600,-360
CA,5,2005-10-30 08:01:00.000,3000-01-01 00:00:00.000,-700,-420
CA,5A,1901-01-01 00:00:00.000,1990-01-01 00:00:00.000,-700,-420
CA,5A,1990-01-01 00:00:00.000,3000-01-01 00:00:00.000,-700,-420
CA,6,2000-10-29 09:01:00.000,2001-04-01 10:00:00.000,-800,-480
CA,6,2001-04-01 10:00:00.000,2001-10-28 09:01:00.000,-700,-420
CA,6,2001-10-28 09:01:00.000,2002-04-07 10:00:00.000,-800,-480
CA,6,2002-04-07 10:00:00.000,2002-10-27 09:01:00.000,-700,-420
CA,6,2002-10-27 09:01:00.000,2003-04-06 10:00:00.000,-800,-480
CA,6,2003-04-06 10:00:00.000,2003-10-26 09:01:00.000,-700,-420
CA,6,2003-10-26 09:01:00.000,2004-04-04 10:00:00.000,-800,-480
CA,6,2004-04-04 10:00:00.000,2004-10-31 09:01:00.000,-700,-420
CA,6,2004-10-31 09:01:00.000,2005-04-03 10:00:00.000,-800,-480
CA,6,2005-04-03 10:00:00.000,2005-10-30 09:01:00.000,-700,-420
CA,6,2005-10-30 09:01:00.000,3000-01-01 00:00:00.000,-800,-480
CC,00,1901-01-01 00:00:00.000,1990-01-01 00:00:00.000,630,390
CC,00,1990-01-01 00:00:00.000,3000-01-01 00:00:00.000,630,390
CD,01,1901-01-01 00:00:00.000,1990-01-01 00:00:00.000,100,60
CD,01,1990-01-01 00:00:00.000,3000-01-01 00:00:00.000,100,60
CD,02,1901-01-01 00:00:00.000,1990-01-01 00:00:00.000,200,120
CD,02,1990-01-01 00:00:00.000,3000-01-01 00:00:00.000,200,120
CD,1,1901-01-01 00:00:00.000,3000-01-01 00:00:00.000,100,60
CD,2,1901-01-01 00:00:00.000,3000-01-01 00:00:00.000,200,120
CF,00,1901-01-01 00:00:00.000,1990-01-01 00:00:00.000,100,60
CF,00,1990-01-01 00:00:00.000,3000-01-01 00:00:00.000,100,60
CG,00,1901-01-01 00:00:00.000,1990-01-01 00:00:00.000,100,60
CG,00,1990-01-01 00:00:00.000,3000-01-01 00:00:00.000,100,60
CH,00,2000-10-29 01:01:00.000,2001-03-25 01:00:00.000,100,60
CH,00,2001-03-25 01:00:00.000,2001-10-28 01:01:00.000,200,120
CH,00,2001-10-28 01:01:00.000,2002-03-31 01:00:00.000,100,60
CH,00,2002-03-31 01:00:00.000,2002-10-27 01:01:00.000,200,120
CH,00,2002-10-27 01:01:00.000,2003-03-30 01:00:00.000,100,60
CH,00,2003-03-30 01:00:00.000,2003-10-26 01:01:00.000,200,120
CH,00,2003-10-26 01:01:00.000,2004-03-28 01:00:00.000,100,60
CH,00,2004-03-28 01:00:00.000,2004-10-31 01:01:00.000,200,120
CH,00,2004-10-31 01:01:00.000,2005-03-27 01:00:00.000,100,60
CH,00,2005-03-27 01:00:00.000,2005-10-30 01:00:00.000,200,120
CH,00,2005-10-30 01:00:00.000,2006-03-26 01:00:00.000,100,60
CH,00,2006-03-26 01:00:00.000,2006-10-29 01:00:00.000,200,120
CH,00,2006-10-29 01:00:00.000,2007-03-25 01:00:00.000,100,60
CH,00,2007-03-25 01:00:00.000,2007-10-28 01:00:00.000,200,120
CH,00,2007-10-28 01:00:00.000,2008-03-30 01:00:00.000,100,60
CH,00,2008-03-30 01:00:00.000,2008-10-26 01:00:00.000,200,120
CH,00,2008-10-26 01:00:00.000,2009-03-29 01:00:00.000,100,60
CH,00,2009-03-29 01:00:00.000,2009-10-25 01:00:00.000,200,120
CH,00,2009-10-25 01:00:00.000,2010-03-28 01:00:00.000,100,60
CH,00,2010-03-28 01:00:00.000,2010-10-31 01:00:00.000,200,120
CH,00,2010-10-31 01:00:00.000,2011-03-27 01:00:00.000,100,60
CH,00,2011-03-27 01:00:00.000,2011-10-30 01:00:00.000,200,120
CH,00,2011-10-30 01:00:00.000,2012-03-25 01:00:00.000,100,60
CH,00,2012-03-25 01:00:00.000,2012-10-28 01:00:00.000,200,120
CH,00,2012-10-28 01:00:00.000,2013-03-31 01:00:00.000,100,60
CH,00,2013-03-31 01:00:00.000,2013-10-27 01:00:00.000,200,120
CH,00,2013-10-27 01:00:00.000,2014-03-30 01:00:00.000,100,60
CH,00,2014-03-30 01:00:00.000,2014-10-26 01:00:00.000,200,120
CH,00,2014-10-26 01:00:00.000,2015-03-29 01:00:00.000,100,60
CH,00,2015-03-29 01:00:00.000,2015-10-25 01:00:00.000,200,120
CH,00,2015-10-25 01:00:00.000,2016-03-27 01:00:00.000,100,60
CH,00,2016-03-27 01:00:00.000,2016-10-30 01:00:00.000,200,120
CH,00,2016-10-30 01:00:00.000,2017-03-26 01:00:00.000,100,60
CH,00,2017-03-26 01:00:00.000,2017-10-29 01:00:00.000,200,120
CH,00,2017-10-29 01:00:00.000,2018-03-25 01:00:00.000,100,60
CH,00,2018-03-25 01:00:00.000,2018-10-28 01:00:00.000,200,120
CH,00,2018-10-28 01:00:00.000,2019-03-31 01:00:00.000,100,60
CH,00,2019-03-31 01:00:00.000,2019-10-27 01:00:00.000,200,120
CH,00,2019-10-27 01:00:00.000,2020-03-29 01:00:00.000,100,60
CH,00,2020-03-29 01:00:00.000,2020-10-25 01:00:00.000,200,120
CH,00,2020-10-25 01:00:00.000,3000-01-01 00:00:00.000,100,60
CI,00,1901-01-01 00:00:00.000,1990-01-01 00:00:00.000,0,0
CI,00,1990-01-01 00:00:00.000,3000-01-01 00:00:00.000,0,0
CK,00,1901-01-01 00:00:00.000,1990-01-01 00:00:00.000,-1000,-600
CK,00,1990-01-01 00:00:00.000,3000-01-01 00:00:00.000,-1000,-600
CL,01,2002-10-13 04:00:00.000,2003-03-09 03:01:00.000,-300,-180
CL,01,2003-03-09 03:01:00.000,2003-10-12 04:00:00.000,-400,-240
CL,01,2003-10-12 04:00:00.000,2004-03-14 03:01:00.000,-300,-180
CL,01,2004-03-14 03:01:00.000,2004-10-10 04:00:00.000,-400,-240
CL,01,2004-10-10 04:00:00.000,2005-03-13 03:01:00.000,-300,-180
CL,01,2005-03-13 03:01:00.000,2005-10-09 06:00:00.000,-400,-240
CL,01,2005-10-09 06:00:00.000,2006-03-12 03:00:00.000,-300,-180
CL,01,2006-03-12 03:00:00.000,2006-10-15 04:00:00.000,-400,-240
CL,01,2006-10-15 04:00:00.000,2007-03-11 03:00:00.000,-300,-180
CL,01,2007-03-11 03:00:00.000,2007-10-14 04:00:00.000,-400,-240
CL,01,2007-10-14 04:00:00.000,2008-03-09 03:00:00.000,-300,-180
CL,01,2008-03-09 03:00:00.000,2008-10-12 04:00:00.000,-400,-240
CL,01,2008-10-12 04:00:00.000,2009-03-15 03:00:00.000,-300,-180
CL,01,2009-03-15 03:00:00.000,2009-10-11 04:00:00.000,-400,-240
CL,01,2009-10-11 04:00:00.000,2010-03-14 03:00:00.000,-300,-180
CL,01,2010-03-14 03:00:00.000,2010-04-04 03:00:00.000,-400,-240
CL,01,2010-04-04 03:00:00.000,2010-10-10 04:00:00.000,-400,-240
CL,01,2010-10-10 04:00:00.000,2011-05-08 03:00:00.000,-300,-180
CL,01,2011-05-08 03:00:00.000,2011-08-21 04:00:00.000,-400,-240
CL,01,2011-08-21 04:00:00.000,2012-04-29 03:00:00.000,-300,-180
CL,01,2012-04-29 03:00:00.000,2012-09-02 04:00:00.000,-400,-240
CL,01,2012-09-02 04:00:00.000,2013-04-28 03:00:00.000,-300,-180
CL,01,2013-04-28 03:00:00.000,2013-09-08 04:00:00.000,-400,-240
CL,01,2013-09-08 04:00:00.000,2014-04-27 03:00:00.000,-300,-180
CL,01,2014-04-27 03:00:00.000,2014-09-07 04:00:00.000,-400,-240
CL,01,2014-09-07 04:00:00.000,2015-03-24 03:00:00.000,-300,-180
CL,01,2015-03-24 03:00:00.000,2016-05-15 03:00:00.000,-300,-180
CL,01,2016-05-15 03:00:00.000,2016-08-14 03:00:00.000,-400,-240
CL,01,2016-08-14 03:00:00.000,2017-05-14 03:00:00.000,-300,-180
CL,01,2017-05-14 03:00:00.000,2017-08-13 04:00:00.000,-400,-240
CL,01,2017-08-13 04:00:00.000,2018-05-13 03:00:00.000,-300,-180
CL,01,2018-05-13 03:00:00.000,2018-08-12 04:00:00.000,-400,-240
CL,01,2018-08-12 04:00:00.000,2019-04-07 03:00:00.000,-300,-180
CL,01,2019-04-07 03:00:00.000,2019-09-08 04:00:00.000,-400,-240
CL,01,2019-09-08 04:00:00.000,2020-04-05 03:00:00.000,-300,-180
CL,01,2020-04-05 03:00:00.000,3000-01-01 00:00:00.000,-400,-240
CL,02,2002-10-13 06:00:00.000,2003-03-09 05:01:00.000,-500,-300
CL,02,2003-03-09 05:01:00.000,2003-10-12 06:00:00.000,-600,-360
CL,02,2003-10-12 06:00:00.000,2004-03-14 05:01:00.000,-500,-300
CL,02,2004-03-14 05:01:00.000,2004-10-10 06:00:00.000,-600,-360
CL,02,2004-10-10 06:00:00.000,2005-03-13 05:01:00.000,-500,-300
CL,02,2005-03-13 05:01:00.000,2005-10-09 08:00:00.000,-600,-360
CL,02,2005-10-09 08:00:00.000,2006-03-12 05:00:00.000,-500,-300
CL,02,2006-03-12 05:00:00.000,2006-10-15 06:00:00.000,-600,-360
CL,02,2006-10-15 06:00:00.000,2007-03-11 05:00:00.000,-500,-300
CL,02,2007-03-11 05:00:00.000,2007-10-14 06:00:00.000,-600,-360
CL,02,2007-10-14 06:00:00.000,2008-03-09 05:00:00.000,-500,-300
CL,02,2008-03-09 05:00:00.000,2008-10-12 04:00:00.000,-600,-360
CL,02,2008-10-12 04:00:00.000,2009-03-15 03:00:00.000,-500,-300
CL,02,2009-03-15 03:00:00.000,2009-10-11 04:00:00.000,-600,-360
CL,02,2009-10-11 04:00:00.000,2010-03-14 03:00:00.000,-500,-300
CL,02,2010-03-14 03:00:00.000,2010-04-04 03:00:00.000,-600,-360
CL,02,2010-04-04 03:00:00.000,2010-10-10 04:00:00.000,-600,-360
CL,02,2010-10-10 04:00:00.000,2011-05-07 05:00:00.000,-500,-300
CL,02,2011-05-07 05:00:00.000,2011-08-21 04:00:00.000,-600,-360
CL,02,2011-08-21 04:00:00.000,2012-04-29 03:00:00.000,-500,-300
CL,02,2012-04-29 03:00:00.000,2012-09-02 04:00:00.000,-600,-360
CL,02,2012-09-02 04:00:00.000,2013-04-28 03:00:00.000,-500,-300
CL,02,2013-04-28 03:00:00.000,2013-09-08 04:00:00.000,-600,-360
CL,02,2013-09-08 04:00:00.000,2014-04-27 03:00:00.000,-500,-300
CL,02,2014-04-27 03:00:00.000,2014-09-07 04:00:00.000,-600,-360
CL,02,2014-09-07 04:00:00.000,2015-03-24 03:00:00.000,-500,-300
CL,02,2015-03-24 03:00:00.000,2016-05-15 03:00:00.000,-500,-300
CL,02,2016-05-15 03:00:00.000,2016-08-14 03:00:00.000,-600,-360
CL,02,2016-08-14 03:00:00.000,2017-05-14 03:00:00.000,-500,-300
CL,02,2017-05-14 03:00:00.000,2017-08-13 04:00:00.000,-600,-360
CL,02,2017-08-13 04:00:00.000,2018-05-13 03:00:00.000,-500,-300
CL,02,2018-05-13 03:00:00.000,2018-08-12 04:00:00.000,-600,-360
CL,02,2018-08-12 04:00:00.000,2019-04-07 03:00:00.000,-500,-300
CL,02,2019-04-07 03:00:00.000,2019-09-08 04:00:00.000,-600,-360
CL,02,2019-09-08 04:00:00.000,2020-04-05 03:00:00.000,-500,-300
CL,02,2020-04-05 03:00:00.000,3000-01-01 00:00:00.000,-600,-360
CL,03,2017-02-01 00:00:00.000,3000-01-01 00:00:00.000,-300,-180
CL,1,2000-10-15 04:00:00.000,2001-03-11 03:01:00.000,-300,-180
CL,1,2001-03-11 03:01:00.000,2001-10-14 04:00:00.000,-400,-240
CL,1,2001-10-14 04:00:00.000,2002-03-10 03:01:00.000,-300,-180
CL,1,2002-03-10 03:01:00.000,2002-10-13 04:00:00.000,-400,-240
CL,1,2002-10-13 04:00:00.000,2003-03-09 03:01:00.000,-300,-180
CL,1,2003-03-09 03:01:00.000,2003-10-12 04:00:00.000,-400,-240
CL,1,2003-10-12 04:00:00.000,2004-03-14 03:01:00.000,-300,-180
CL,1,2004-03-14 03:01:00.000,2004-10-10 04:00:00.000,-400,-240
CL,1,2004-10-10 04:00:00.000,2005-03-13 03:01:00.000,-300,-180
CL,1,2005-03-13 03:01:00.000,3000-01-01 00:00:00.000,-400,-240
CL,2,2000-10-15 06:00:00.000,2001-03-11 05:01:00.000,-500,-300
CL,2,2001-03-11 05:01:00.000,2001-10-14 06:00:00.000,-600,-360
CL,2,2001-10-14 06:00:00.000,2002-03-10 05:01:00.000,-500,-300
CL,2,2002-03-10 05:01:00.000,2002-10-13 06:00:00.000,-600,-360
CL,2,2002-10-13 06:00:00.000,2003-03-09 05:01:00.000,-500,-300
CL,2,2003-03-09 05:01:00.000,2003-10-12 06:00:00.000,-600,-360
CL,2,2003-10-12 06:00:00.000,2004-03-14 05:01:00.000,-500,-300
CL,2,2004-03-14 05:01:00.000,2004-10-10 06:00:00.000,-600,-360
CL,2,2004-10-10 06:00:00.000,2005-03-13 05:01:00.000,-500,-300
CL,2,2005-03-13 05:01:00.000,3000-01-01 00:00:00.000,-600,-360
CM,00,1901-01-01 00:00:00.000,1990-01-01 00:00:00.000,100,60
CM,00,1990-01-01 00:00:00.000,3000-01-01 00:00:00.000,100,60
CN,00,1901-01-01 00:00:00.000,1991-09-14 17:00:00.000,800,480
CN,00,1991-09-14 17:00:00.000,3000-01-01 00:00:00.000,800,480
CO,00,1901-01-01 00:00:00.000,1990-01-01 00:00:00.000,-500,-300
CO,00,1990-01-01 00:00:00.000,3000-01-01 00:00:00.000,-500,-300
CR,00,1901-01-01 00:00:00.000,1990-01-01 00:00:00.000,-600,-360
CR,00,1990-01-01 00:00:00.000,3000-01-01 00:00:00.000,-600,-360
CS,00,2003-10-26 01:01:00.000,2004-03-28 01:00:00.000,100,60
CS,00,2004-03-28 01:00:00.000,2004-10-31 01:01:00.000,200,120
CS,00,2004-10-31 01:01:00.000,2005-03-27 01:00:00.000,100,60
CS,00,2005-03-27 01:00:00.000,2005-10-30 01:00:00.000,200,120
CS,00,2005-10-30 01:00:00.000,2006-03-26 01:00:00.000,100,60
CS,00,2006-03-26 01:00:00.000,2006-10-29 01:00:00.000,200,120
CS,00,2006-10-29 01:00:00.000,2007-03-25 01:00:00.000,100,60
CS,00,2007-03-25 01:00:00.000,2007-10-28 01:00:00.000,200,120
CS,00,2007-10-28 01:00:00.000,2008-03-30 01:00:00.000,100,60
CS,00,2008-03-30 01:00:00.000,2008-10-26 01:00:00.000,200,120
CS,00,2008-10-26 01:00:00.000,3000-01-01 00:00:00.000,100,60
CU,00,2000-10-29 05:01:00.000,2001-04-01 05:00:00.000,-500,-300
CU,00,2001-04-01 05:00:00.000,2001-10-28 05:01:00.000,-400,-240
CU,00,2001-10-28 05:01:00.000,2002-04-07 05:00:00.000,-500,-300
CU,00,2002-04-07 05:00:00.000,2002-10-27 04:01:00.000,-400,-240
CU,00,2002-10-27 04:01:00.000,2003-03-30 05:00:00.000,-500,-300
CU,00,2003-03-30 05:00:00.000,2003-10-26 04:01:00.000,-400,-240
CU,00,2003-10-26 04:01:00.000,2004-03-28 05:00:00.000,-500,-300
CU,00,2004-03-28 05:00:00.000,2004-10-31 04:01:00.000,-400,-240
CU,00,2004-10-31 04:01:00.000,2005-03-27 04:00:00.000,-500,-300
CU,00,2005-03-27 04:00:00.000,2005-10-30 04:00:00.000,-400,-240
CU,00,2005-10-30 04:00:00.000,2006-10-29 05:00:00.000,-400,-240
CU,00,2006-10-29 05:00:00.000,2007-03-11 05:00:00.000,-500,-300
CU,00,2007-03-11 05:00:00.000,2007-10-28 05:00:00.000,-400,-240
CU,00,2007-10-28 05:00:00.000,2008-03-09 05:00:00.000,-500,-300
CU,00,2008-03-09 05:00:00.000,2008-10-26 05:00:00.000,-400,-240
CU,00,2008-10-26 05:00:00.000,2009-03-08 05:00:00.000,-500,-300
CU,00,2009-03-08 05:00:00.000,2009-03-29 05:00:00.000,-400,-240
CU,00,2009-03-29 05:00:00.000,2009-10-25 05:00:00.000,-400,-240
CU,00,2009-10-25 05:00:00.000,2010-03-07 05:00:00.000,-500,-300
CU,00,2010-03-07 05:00:00.000,2010-03-14 05:00:00.000,-400,-240
CU,00,2010-03-14 05:00:00.000,2010-10-31 05:00:00.000,-400,-240
CU,00,2010-10-31 05:00:00.000,2011-03-20 05:00:00.000,-500,-300
CU,00,2011-03-20 05:00:00.000,2011-11-13 05:00:00.000,-400,-240
CU,00,2011-11-13 05:00:00.000,2012-04-01 05:00:00.000,-500,-300
CU,00,2012-04-01 05:00:00.000,2012-11-04 05:00:00.000,-400,-240
CU,00,2012-11-04 05:00:00.000,2013-03-10 05:00:00.000,-500,-300
CU,00,2013-03-10 05:00:00.000,2013-11-03 05:00:00.000,-400,-240
CU,00,2013-11-03 05:00:00.000,2014-03-09 05:00:00.000,-500,-300
CU,00,2014-03-09 05:00:00.000,2014-11-02 05:00:00.000,-400,-240
CU,00,2014-11-02 05:00:00.000,2015-03-08 05:00:00.000,-500,-300
CU,00,2015-03-08 05:00:00.000,2015-11-01 05:00:00.000,-400,-240
CU,00,2015-11-01 05:00:00.000,2016-03-13 05:00:00.000,-500,-300
CU,00,2016-03-13 05:00:00.000,2016-11-06 05:00:00.000,-400,-240
CU,00,2016-11-06 05:00:00.000,2017-03-12 05:00:00.000,-500,-300
CU,00,2017-03-12 05:00:00.000,2017-11-05 05:00:00.000,-400,-240
CU,00,2017-11-05 05:00:00.000,2018-03-11 05:00:00.000,-500,-300
CU,00,2018-03-11 05:00:00.000,2018-11-04 05:00:00.000,-400,-240
CU,00,2018-11-04 05:00:00.000,2019-03-10 05:00:00.000,-500,-300
CU,00,2019-03-10 05:00:00.000,2019-11-03 05:00:00.000,-400,-240
CU,00,2019-11-03 05:00:00.000,2020-03-08 05:00:00.000,-500,-300
CU,00,2020-03-08 05:00:00.000,2020-11-01 05:00:00.000,-400,-240
CU,00,2020-11-01 05:00:00.000,3000-01-01 00:00:00.000,-500,-300
CV,00,1901-01-01 00:00:00.000,1990-01-01 00:00:00.000,-100,-60
CV,00,1990-01-01 00:00:00.000,3000-01-01 00:00:00.000,-100,-60
CW,00,2011-01-20 00:00:00.000,3000-01-01 00:00:00.000,-400,-240
CX,00,1901-01-01 00:00:00.000,1990-01-01 00:00:00.000,700,420
CX,00,1990-01-01 00:00:00.000,3000-01-01 00:00:00.000,700,420
CY,00,2000-10-29 01:01:00.000,2001-03-25 01:00:00.000,200,120
CY,00,2001-03-25 01:00:00.000,2001-10-28 01:01:00.000,300,180
CY,00,2001-10-28 01:01:00.000,2002-03-31 01:00:00.000,200,120
CY,00,2002-03-31 01:00:00.000,2002-10-27 01:01:00.000,300,180
CY,00,2002-10-27 01:01:00.000,2003-03-30 01:00:00.000,200,120
CY,00,2003-03-30 01:00:00.000,2003-10-26 01:01:00.000,300,180
CY,00,2003-10-26 01:01:00.000,2004-03-28 01:00:00.000,200,120
CY,00,2004-03-28 01:00:00.000,2004-10-31 01:01:00.000,300,180
CY,00,2004-10-31 01:01:00.000,2005-03-27 01:00:00.000,200,120
CY,00,2005-03-27 01:00:00.000,2005-10-30 01:00:00.000,300,180
CY,00,2005-10-30 01:00:00.000,2006-03-26 01:00:00.000,200,120
CY,00,2006-03-26 01:00:00.000,2006-10-29 01:00:00.000,300,180
CY,00,2006-10-29 01:00:00.000,2007-03-25 01:00:00.000,200,120
CY,00,2007-03-25 01:00:00.000,2007-10-28 01:00:00.000,300,180
CY,00,2007-10-28 01:00:00.000,2008-03-30 01:00:00.000,200,120
CY,00,2008-03-30 01:00:00.000,2008-10-26 01:00:00.000,300,180
CY,00,2008-10-26 01:00:00.000,2009-03-29 01:00:00.000,200,120
CY,00,2009-03-29 01:00:00.000,2009-10-25 01:00:00.000,300,180
CY,00,2009-10-25 01:00:00.000,2010-03-28 01:00:00.000,200,120
CY,00,2010-03-28 01:00:00.000,2010-10-31 01:00:00.000,300,180
CY,00,2010-10-31 01:00:00.000,2011-03-27 01:00:00.000,200,120
CY,00,2011-03-27 01:00:00.000,2011-10-30 01:00:00.000,300,180
CY,00,2011-10-30 01:00:00.000,2012-03-25 01:00:00.000,200,120
CY,00,2012-03-25 01:00:00.000,2012-10-28 01:00:00.000,300,180
CY,00,2012-10-28 01:00:00.000,2013-03-31 01:00:00.000,200,120
CY,00,2013-03-31 01:00:00.000,2013-10-27 01:00:00.000,300,180
CY,00,2013-10-27 01:00:00.000,2014-03-30 01:00:00.000,200,120
CY,00,2014-03-30 01:00:00.000,2014-10-26 01:00:00.000,300,180
CY,00,2014-10-26 01:00:00.000,2015-03-29 01:00:00.000,200,120
CY,00,2015-03-29 01:00:00.000,2015-10-25 01:00:00.000,300,180
CY,00,2015-10-25 01:00:00.000,2016-03-27 01:00:00.000,200,120
CY,00,2016-03-27 01:00:00.000,2016-10-30 01:00:00.000,300,180
CY,00,2016-10-30 01:00:00.000,2017-03-26 01:00:00.000,200,120
CY,00,2017-03-26 01:00:00.000,2017-10-29 01:00:00.000,300,180
CY,00,2017-10-29 01:00:00.000,2018-03-25 01:00:00.000,200,120
CY,00,2018-03-25 01:00:00.000,2018-10-28 01:00:00.000,300,180
CY,00,2018-10-28 01:00:00.000,2019-03-31 01:00:00.000,200,120
CY,00,2019-03-31 01:00:00.000,2019-10-27 01:00:00.000,300,180
CY,00,2019-10-27 01:00:00.000,2020-03-29 01:00:00.000,200,120
CY,00,2020-03-29 01:00:00.000,2020-10-25 01:00:00.000,300,180
CY,00,2020-10-25 01:00:00.000,3000-01-01 00:00:00.000,200,120
CZ,00,2000-10-29 01:01:00.000,2001-03-25 01:00:00.000,100,60
CZ,00,2001-03-25 01:00:00.000,2001-10-28 01:01:00.000,200,120
CZ,00,2001-10-28 01:01:00.000,2002-03-31 01:00:00.000,100,60
CZ,00,2002-03-31 01:00:00.000,2002-10-27 01:01:00.000,200,120
CZ,00,2002-10-27 01:01:00.000,2003-03-30 01:00:00.000,100,60
CZ,00,2003-03-30 01:00:00.000,2003-10-26 01:01:00.000,200,120
CZ,00,2003-10-26 01:01:00.000,2004-03-28 01:00:00.000,100,60
CZ,00,2004-03-28 01:00:00.000,2004-10-31 01:01:00.000,200,120
CZ,00,2004-10-31 01:01:00.000,2005-03-27 01:00:00.000,100,60
CZ,00,2005-03-27 01:00:00.000,2005-10-30 01:00:00.000,200,120
CZ,00,2005-10-30 01:00:00.000,2006-03-26 01:00:00.000,100,60
CZ,00,2006-03-26 01:00:00.000,2006-10-29 01:00:00.000,200,120
CZ,00,2006-10-29 01:00:00.000,2007-03-25 01:00:00.000,100,60
CZ,00,2007-03-25 01:00:00.000,2007-10-28 01:00:00.000,200,120
CZ,00,2007-10-28 01:00:00.000,2008-03-30 01:00:00.000,100,60
CZ,00,2008-03-30 01:00:00.000,2008-10-26 01:00:00.000,200,120
CZ,00,2008-10-26 01:00:00.000,2009-03-29 01:00:00.000,100,60
CZ,00,2009-03-29 01:00:00.000,2009-10-25 01:00:00.000,200,120
CZ,00,2009-10-25 01:00:00.000,2010-03-28 01:00:00.000,100,60
CZ,00,2010-03-28 01:00:00.000,2010-10-31 01:00:00.000,200,120
CZ,00,2010-10-31 01:00:00.000,2011-03-27 01:00:00.000,100,60
CZ,00,2011-03-27 01:00:00.000,2011-10-30 01:00:00.000,200,120
CZ,00,2011-10-30 01:00:00.000,2012-03-25 01:00:00.000,100,60
CZ,00,2012-03-25 01:00:00.000,2012-10-28 01:00:00.000,200,120
CZ,00,2012-10-28 01:00:00.000,2013-03-31 01:00:00.000,100,60
CZ,00,2013-03-31 01:00:00.000,2013-10-27 01:00:00.000,200,120
CZ,00,2013-10-27 01:00:00.000,2014-03-30 01:00:00.000,100,60
CZ,00,2014-03-30 01:00:00.000,2014-10-26 01:00:00.000,200,120
CZ,00,2014-10-26 01:00:00.000,2015-03-29 01:00:00.000,100,60
CZ,00,2015-03-29 01:00:00.000,2015-10-25 01:00:00.000,200,120
CZ,00,2015-10-25 01:00:00.000,2016-03-27 01:00:00.000,100,60
CZ,00,2016-03-27 01:00:00.000,2016-10-30 01:00:00.000,200,120
CZ,00,2016-10-30 01:00:00.000,2017-03-26 01:00:00.000,100,60
CZ,00,2017-03-26 01:00:00.000,2017-10-29 01:00:00.000,200,120
CZ,00,2017-10-29 01:00:00.000,2018-03-25 01:00:00.000,100,60
CZ,00,2018-03-25 01:00:00.000,2018-10-28 01:00:00.000,200,120
CZ,00,2018-10-28 01:00:00.000,2019-03-31 01:00:00.000,100,60
CZ,00,2019-03-31 01:00:00.000,2019-10-27 01:00:00.000,200,120
CZ,00,2019-10-27 01:00:00.000,2020-03-29 01:00:00.000,100,60
CZ,00,2020-03-29 01:00:00.000,2020-10-25 01:00:00.000,200,120
CZ,00,2020-10-25 01:00:00.000,3000-01-01 00:00:00.000,100,60
DE,00,2000-10-29 01:01:00.000,2001-03-25 01:00:00.000,100,60
DE,00,2001-03-25 01:00:00.000,2001-10-28 01:01:00.000,200,120
DE,00,2001-10-28 01:01:00.000,2002-03-31 01:00:00.000,100,60
DE,00,2002-03-31 01:00:00.000,2002-10-27 01:01:00.000,200,120
DE,00,2002-10-27 01:01:00.000,2003-03-30 01:00:00.000,100,60
DE,00,2003-03-30 01:00:00.000,2003-10-26 01:01:00.000,200,120
DE,00,2003-10-26 01:01:00.000,2004-03-28 01:00:00.000,100,60
DE,00,2004-03-28 01:00:00.000,2004-10-31 01:01:00.000,200,120
DE,00,2004-10-31 01:01:00.000,2005-03-27 01:00:00.000,100,60
DE,00,2005-03-27 01:00:00.000,2005-10-30 01:00:00.000,200,120
DE,00,2005-10-30 01:00:00.000,2006-03-26 01:00:00.000,100,60
DE,00,2006-03-26 01:00:00.000,2006-10-29 01:00:00.000,200,120
DE,00,2006-10-29 01:00:00.000,2007-03-25 01:00:00.000,100,60
DE,00,2007-03-25 01:00:00.000,2007-10-28 01:00:00.000,200,120
DE,00,2007-10-28 01:00:00.000,2008-03-30 01:00:00.000,100,60
DE,00,2008-03-30 01:00:00.000,2008-10-26 01:00:00.000,200,120
DE,00,2008-10-26 01:00:00.000,2009-03-29 01:00:00.000,100,60
DE,00,2009-03-29 01:00:00.000,2009-10-25 01:00:00.000,200,120
DE,00,2009-10-25 01:00:00.000,2010-03-28 01:00:00.000,100,60
DE,00,2010-03-28 01:00:00.000,2010-10-31 01:00:00.000,200,120
DE,00,2010-10-31 01:00:00.000,2011-03-27 01:00:00.000,100,60
DE,00,2011-03-27 01:00:00.000,2011-10-30 01:00:00.000,200,120
